"Date","Year","Number","Effort","Course","Ship.lat","Ship.lon","Angle","Dist.nm","Sight.lat","Sight.lon"
"Aug 22",1997,298,"on",177,31.1026666666667,-114.587666666667,0,1.2,31.0826940759716,-114.586444468
"Aug 22",1997,302,"on",176,31.0821666666667,-114.585833333333,44,1.3,31.0655690370658,-114.602092303017
"Aug 22",1997,304,"on",179,31.0473333333333,-114.5845,332,1.4,31.0269255401667,-114.57129905215
"Aug 22",1997,305,"on",179,31.0348333333333,-114.584333333333,316,1.4,31.0183341751057,-114.56508116171
"Aug 22",1997,306,"on",179,31.033,-114.584166666667,310,1,31.0225113268158,-114.569052356819
"Aug 22",1997,310,"on",89,31.0093333333333,-114.559666666667,62,0.3,31.0049602347976,-114.556838544072
"Aug 22",1997,316,"off",1,31.0566666666667,-114.383333333333,33,0.36,31.061640892102,-114.379416560456
"Sep 7",1997,511,"on",2,30.9356666666667,-114.452833333333,37,0.6,30.9434381262812,-114.44549582025
"Sep 7",1997,516,"on",1,31.0845,-114.448666666667,30,1.4,31.1045005703497,-114.434631180772
"Sep 14",1997,548,"on",1,31.0006666666667,-114.615333333333,321,0.3,31.0046067204347,-114.618924763042
"Sep 14",1997,549,"on",355,31.1841666666667,-114.615666666667,60,0.6,31.1899024310302,-114.60609104287
"Sep 15",1997,550,"on",359,31.1095,-114.62,313,0.2,31.1117304353545,-114.622893320893
"Sep 15",1997,551,"on",359,31.1193333333333,-114.619666666667,72,0.5,31.1220464012871,-114.610462585924
"Sep 15",1997,556,"on",4,31.1956666666667,-114.615666666667,19,0.5,31.2033375404454,-114.611859858541
"Sep 15",1997,561,"on",179,31.2816666666667,-114.583166666667,348,0.6,31.2719229660188,-114.580534777688
"Sep 15",1997,564,"on",100,31.2073333333333,-114.565333333333,308,0.6,31.2140246393969,-114.556643994022
"Sep 15",1997,565,"on",94,31.207,-114.545,27,0.6,31.2018496192509,-114.534978724859
"Sep 15",1997,566,"on",94,31.207,-114.5325,52,1.1,31.1918009778365,-114.520515653583
"Sep 15",1997,568,"on",94,31.2075,-114.499166666667,330,0.3,31.2096918557339,-114.493912261109
"Sep 15",1997,571,"on",88,31.209,-114.466833333333,333,0.5,31.2130400801687,-114.458311230137
"Sep 16",1997,577,"on",0,31.3695,-114.418666666667,45,0.9,31.3801066017178,-114.406242854333
"Sep 16",1997,581,"on",191,31.4365,-114.351,23,0.9,31.4240644364117,-114.360829579312
"Sep 16",1997,584,"on",178,31.3595,-114.346166666667,16,1.4,31.3368597663869,-114.352775591556
"Sep 16",1997,585,"on",178,31.352,-114.347,345,2.5,31.3121539685015,-114.332741002837
"Sep 16",1997,586,"on",185,31.3391666666667,-114.353666666667,44,1.1,31.3271389178018,-114.369864439188
"Sep 17",1997,600,"on",358,30.897,-114.549333333333,36,3.2,30.9412153372029,-114.514561518078
"Sep 17",1997,601,"on",358,30.917,-114.5485,321,1.1,30.9308363423041,-114.56252181345
"Sep 17",1997,602,"on",358,30.9183333333333,-114.5485,350,2.9,30.9656104673688,-114.560219350516
"Sep 17",1997,605,"on",359,30.96,-114.548333333333,21,2.5,30.9991538591994,-114.531707975784
"Sep 17",1997,606,"on",359,30.9628333333333,-114.548333333333,336,1.6,30.9870015409876,-114.561479290441
"Sep 17",1997,607,"on",359,30.9676666666667,-114.5485,3,2.9,31.0159705566393,-114.546531782558
"Sep 17",1997,610,"on",359,30.9848333333333,-114.549666666667,40,2.2,31.0133286852534,-114.522742742425
"Sep 17",1997,612,"on",359,30.9916666666667,-114.549666666667,0,1.5,31.0166628590456,-114.550175769656
"Sep 17",1997,613,"on",359,30.9943333333333,-114.549666666667,14,0.4,31.0008291337652,-114.547917082035
"Sep 17",1997,614,"on",359,30.997,-114.549833333333,60,1.5,31.0098759518728,-114.524830743467
"Sep 17",1997,617,"on",359,31.0126666666667,-114.551166666667,310,0.6,31.0189598705772,-114.560234914553
"Sep 17",1997,618,"on",359,31.013,-114.551166666667,84,0.6,31.0142186934341,-114.539585564548
"Sep 17",1997,620,"on",359,31.0398333333333,-114.5525,324,1.1,31.0544749843509,-114.565379150999
"Sep 17",1997,621,"on",359,31.0466666666667,-114.552666666667,38,1.3,31.063970436051,-114.537444332553
"Sep 17",1997,623,"on",359,31.0535,-114.552666666667,32,2,31.0820722433567,-114.532620705421
"Sep 17",1997,625,"on",359,31.09,-114.5525,359,2.3,31.1283099817024,-114.554062845399
"Sep 17",1997,626,"on",359,31.0996666666667,-114.5525,357,1.9,31.1312561949249,-114.555080599599
"Sep 17",1997,627,"on",359,31.102,-114.5525,63,0.7,31.1074771682325,-114.540468863313
"Sep 17",1997,628,"on",359,31.1241666666667,-114.551333333333,353,2.9,31.1720296233225,-114.559195144771
"Sep 17",1997,629,"on",359,31.1303333333333,-114.551666666667,278,0.6,31.1315520267674,-114.563262068954
"Sep 17",1997,631,"on",359,31.1403333333333,-114.552,54,1.5,31.1553787089121,-114.528669026007
"Sep 17",1997,632,"on",359,31.1515,-114.551666666667,22,2.7,31.1935111191924,-114.532814520779
"Sep 17",1997,633,"on",359,31.1555,-114.551833333333,68,1.9,31.1678731524022,-114.517766642657
"Sep 17",1997,634,"on",359,31.1623333333333,-114.551666666667,39,1.1,31.1767801971495,-114.538474207128
"Sep 17",1997,637,"on",359,31.1706666666667,-114.551833333333,5,1,31.187292734171,-114.550474319587
"Sep 17",1997,638,"on",359,31.1958333333333,-114.551,13,0.8,31.2088753013431,-114.547758789059
"Sep 17",1997,639,"on",7,31.2383333333333,-114.550666666667,55,1.4,31.2492876697983,-114.526568328835
"Sep 17",1997,641,"on",7,31.2831666666667,-114.485333333333,10,0.6,31.2927297142263,-114.481911879404
"Sep 17",1997,642,"on",7,31.3001666666667,-114.4855,72,0.6,31.3020747566204,-114.47401145588
"Sep 17",1997,643,"on",7,31.3006666666667,-114.4855,350,1.1,31.3189748748038,-114.486623150454
"Sep 17",1997,644,"on",7,31.3041666666667,-114.485666666667,3,0.7,31.3156560904518,-114.483295303593
"Sep 17",1997,645,"on",7,31.3055,-114.485666666667,8,1.8,31.3344777747887,-114.476576217425
"Sep 17",1997,647,"on",7,31.3213333333333,-114.485833333333,319,0.8,31.3323871676341,-114.494562214905
"Sep 17",1997,648,"on",7,31.3245,-114.486,72,1.5,31.3292702248844,-114.457270344638
"Sep 17",1997,649,"on",7,31.3288333333333,-114.485833333333,11,0.7,31.3399289926901,-114.48161226703
"Sep 17",1997,651,"on",7,31.3395,-114.485833333333,328,1.1,31.3561156427623,-114.494906470024
"Sep 17",1997,652,"on",7,31.3451666666667,-114.485833333333,22,0.8,31.3568282627619,-114.478263592395
"Sep 17",1997,653,"on",9,31.3545,-114.485333333333,294,1.1,31.3644850489753,-114.503340246058
"Sep 17",1997,654,"on",9,31.3651666666667,-114.484833333333,305,1.1,31.3779020701251,-114.500280326511
"Sep 17",1997,657,"on",180,31.3266666666667,-114.514166666667,26,0.8,31.3146827460493,-114.521008259793
"Sep 17",1997,658,"on",180,31.3146666666667,-114.514166666667,28,0.9,31.3014224527738,-114.522408350754
"Sep 17",1997,659,"on",180,31.211,-114.516666666667,31,2.2,31.1795705323076,-114.538739898365
"Sep 18",1997,660,"on",176,31.1138333333333,-114.516666666667,343,1.4,31.0920497900484,-114.506901934157
"Sep 18",1997,661,"on",176,31.0823333333333,-114.5175,3,1.4,31.0590035537797,-114.517024625862
"Sep 18",1997,663,"on",355,31.0941666666667,-114.554,304,1,31.1022468270041,-114.571024290937
"Sep 18",1997,664,"on",355,31.0998333333333,-114.554333333333,0,1.8,31.1297191742761,-114.557387860436
"Sep 18",1997,666,"on",355,31.1231666666667,-114.555166666667,336,0.5,31.1304551642262,-114.559886428372
"Sep 18",1997,669,"on",177,31.0525,-114.516333333333,15,0.8,31.0394580319902,-114.519568762538
"Sep 18",1997,671,"on",177,30.9423333333333,-114.512833333333,351,1.4,30.9195098893162,-114.50717844419
"Sep 18",1997,673,"on",177,30.8833333333333,-114.511166666667,14,1.5,30.8587926537471,-114.516723558341
"Sep 18",1997,674,"on",177,30.8741666666667,-114.5115,46,1.7,30.8534449784541,-114.534008671405
"Sep 18",1997,676,"on",177,30.8613333333333,-114.511833333333,349,1,30.8451617378954,-114.507137039247
"Sep 18",1997,677,"on",177,30.8566666666667,-114.512,4,0.6,30.8466681897151,-114.512203279459
"Sep 18",1997,678,"on",177,30.8471666666667,-114.512333333333,48,2.1,30.8224179293251,-114.541152505347
"Sep 18",1997,679,"on",177,30.8445,-114.5125,48,1.6,30.8256438191684,-114.534458202064
"Sep 18",1997,680,"on",178,30.8238333333333,-114.513,67,0.4,30.8210158782551,-114.520035687874
"Sep 18",1997,681,"on",178,30.7786666666667,-114.514166666667,52,1,30.7679535398386,-114.529025513913
