"Date","Year","Number","Effort","Course","Ship.lat","Ship.lon","Angle","Dist.nm","Sight.lat","Sight.lon"
"Aug 13",1997,139,"off",1,31.0896666666667,-114.665,125,1,31.0798702457951,-114.649256360442
"Aug 14",1997,142,"off",74,31.0365,-114.694333333333,338,0.3,31.0395783073766,-114.689734825278
"Aug 14",1997,143,"off",75,31.0421666666667,-114.67,285,0.3,31.0471666666667,-114.67
"Aug 16",1997,146,"on",359,31.0861666666667,-114.522,15,0.4,31.0926353048418,-114.5201166068
"Aug 16",1997,150,"on",2,31.2096666666667,-114.519,352,0.4,31.2162968126358,-114.519814830059
"Aug 16",1997,152,"on",2,31.2358333333333,-114.5195,338,0.5,31.2436641051732,-114.522833649625
"Aug 16",1997,154,"on",88,31.4403333333333,-114.5035,68,0.1,31.4388107575706,-114.50270546619
"Aug 18",1997,181,"on",273,30.7766666666667,-114.644833333333,71,0.4,30.7830750779729,-114.646972267798
"Aug 18",1997,184,"on",1,31.0963333333333,-114.644333333333,346,1.3,31.117444684737,-114.650026457789
"Aug 20",1997,239,"on",269,30.9438333333333,-114.433833333333,350,1.1,30.9403351684181,-114.454815532072
"Aug 20",1997,242,"on",4,30.9601666666667,-114.550166666667,10,0.9,30.9747211025608,-114.545934275816
"Aug 20",1997,247,"on",359,31.0425,-114.55,9,1.5,31.0672567017185,-114.545938032523
"Aug 20",1997,248,"on",1,31.0955,-114.552,4,1.5,31.1204048674523,-114.549454810603
"Aug 20",1997,251,"on",358,31.1801666666667,-114.551666666667,349,1.3,31.2012780180703,-114.557364830105
"Aug 20",1997,252,"on",358,31.1951666666667,-114.551833333333,330,0.5,31.2022337341346,-114.55699616085
"Aug 20",1997,253,"on",353,31.2631666666667,-114.555833333333,17,0.6,31.2730147441968,-114.553801655751
"Aug 20",1997,254,"off",2,31.2846666666667,-114.545666666667,315,0.5,31.2907612808468,-114.552317382193
"Aug 20",1997,255,"on",2,31.2981666666667,-114.517833333333,357,0.9,31.313164382094,-114.518139752637
"Aug 20",1997,256,"on",2,31.3126666666667,-114.5175,23,0.6,31.321729744537,-114.512552824645
"Aug 20",1997,257,"on",2,31.3156666666667,-114.517333333333,19,0.8,31.3281144056866,-114.51173954026
"Aug 20",1997,258,"on",2,31.329,-114.516333333333,1,0.8,31.3423150604634,-114.515516294056
"Aug 20",1997,259,"on",2,31.3298333333333,-114.516333333333,4,1.4,31.3530388442253,-114.513477289292
"Aug 20",1997,260,"on",2,31.3378333333333,-114.515833333333,1,0.6,31.3478196286809,-114.515220518016
"Aug 20",1997,262,"on",3,31.3465,-114.515333333333,2,1.5,31.3714048674523,-114.512781370085
"Aug 20",1997,263,"on",2,31.3626666666667,-114.514333333333,312,1.8,31.3835064177804,-114.539611739348
"Aug 20",1997,264,"on",1,31.37,-114.514166666667,345,0.3,31.3748514786314,-114.515583437181
"Aug 20",1997,265,"on",3,31.3766666666667,-114.513833333333,357,0.4,31.3833333333333,-114.513833333333
"Aug 20",1997,272,"on",177,31.3736666666667,-114.482166666667,3,1.4,31.3503333333333,-114.482166666667
"Aug 20",1997,274,"on",181,31.3065,-114.482,352,1.3,31.2849948333811,-114.478910228961
"Aug 20",1997,276,"on",178,31.2993333333333,-114.481833333333,324,0.7,31.2901398745413,-114.473428053182
"Aug 22",1997,280,"on",180,31.2888333333333,-114.383333333333,20,0.4,31.2825687158614,-114.386001352693
"Aug 22",1997,281,"on",180,31.2718333333333,-114.383333333333,359,1.1,31.2535027922555,-114.382959057731
"Aug 22",1997,283,"off",180,31.2605,-114.3835,330,0.4,31.2547264973081,-114.379600767427
"Aug 22",1997,285,"on",180,31.2501666666667,-114.383333333333,350,0.8,31.2370358966265,-114.380625462122
"Aug 22",1997,286,"on",180,31.2428333333333,-114.383166666667,328,1,31.2286991983974,-114.372838120945
"Aug 22",1997,288,"on",270,31.1755,-114.499166666667,344,1.3,31.1695278572906,-114.52350791457
"Aug 22",1997,289,"on",270,31.1756666666667,-114.521166666667,29,1,31.1837468270041,-114.538205596773
"Aug 22",1997,290,"on",181,31.1578333333333,-114.585,8,0.9,31.1430180082244,-114.587741645608
"Aug 22",1997,291,"on",181,31.1531666666667,-114.585,327,1,31.1390325317307,-114.574681232667
"Aug 22",1997,292,"on",181,31.1455,-114.585333333333,285,1.1,31.1404466484767,-114.564743211771
"Aug 22",1997,293,"on",181,31.143,-114.585333333333,45,2,31.1198447209847,-114.613342124173
"Aug 22",1997,294,"off",181,31.1351666666667,-114.585333333333,20,0.5,31.1273868297792,-114.588822036015
